doc_id,text
677,"With #Customer360, Land O Lakes met the changing demands of the pandemic and delivered the farmer-to-fork products you know & love. Learn more with CTO Teddy Bekele in our new CNBC docuseries The Pivot Point: "
678,"The pandemic has hit service-based companies like salons, gyms and restaurants particularly hard. Here are a few tips for turning your service into a product. Read more at #ReachFurther:  #EWBizTips"
679,Hunger Free Oklahoma has created an online resource to find nearby meal sites for kids ages 1-18 during #COVID19 school closures. Find locations by visiting 
680,"As we close out Hispanic Heritage Month, we want to give a special thank you to the Impacto Translation Committee for their impeccable translations skills, which allowed team members around the world to learn the new processes we deployed during the pandemic #ServiceStarSpotlight P Aramark IMPACTO A Special Thank YouT You To Impacto's 2020 Translation Committee ashira Tirado Rosario Lorena De Leon Mata J. Jahaziel Cano Sheila Shemesh ""A Translator is a Reader, an Interpreter and a Creator all in one"" Bijay Kumar Das AnnethCamacho Anneth Camacho"
681,"As JP Summit transitioned to #remotework during COVID-19, their security operations center aimed to offer full protection for employees and applications operating within the corporate IT network. Explore how #Qualys #VMDR was able to rapidly detect and remediate vulnerabilities across its more than 2,500 mission-critical endpoints:  JG Summit Holdings, Inc. Protects its Diversified Group Against Cyber Threats ""Qualys offers us a team that's extremely easy to work with solution that's top notch-helping helping stay ahead ofcybe threats and protect the entire group Gonz Gonzales, Chief Information Security Officer GSU HOLDINGS INC. CUSTOMER CUSTOMERSTR STORY Qualys."
682,"#RehabilitationAwarenessMonth - We are proud of Julianne and all ReVital therapists who continue to show tremendous dedication to ensure their patients receive the cancer rehabilitation care they need, no matter what obstacles may be in the way. *image captured pre-COVID-19"
683,This is a great message to share with family and friends to help promote the understanding of how cabin air is circulated on an aircraft. #HaveFaithInFlight #TimeToFly #LetsFly #HEICOisHERE #COVID19 #Cabin #Aircraft   Cabin air is renewed every 2 to 3 minutes. The use of #HEPA filters and top to bottom air circulation ensure aircraft cabins continue to be a safe environment for all passengers on-board.  Be in the know with this video animation and increase your understanding of how cabin air is kept clean from bacteria and viruses as it flows in and out of aircraft. #KeepTrustInAirTravel #COVID19  
684,"Heavily affected by the pandemic's economic impact, commercial airline trade association International Air Transport Association (IATA) realized improved operational productivity by switching to Rimini Street Support and Application Management Services for its SAP applications: "
685,HTLF delivered record first quarter results. We're well-positioned to serve our customers and communities as they emerge from the pandemic. See our Q1 earnings release and highlights here: 
686,For your wishlist:   Booking a beachside resort in Asia exclusively for family and friends is particularly appealing as the Covid-19 pandemic rolls on.
687,Fear of digital fraud is on the rise as nearly 80 percent of financial services leaders say they've seen an increase in fraudulent activity as a result of the pandemic. Learn more:    Fear of digital fraud is on the rise as nearly 80 percent of financial services leaders say they've seen an increase in fraudulent activity as a result of the pandemic.
688,"To our Real Rewards and Real Cash Back checking account customers: As the effects of the novel coronavirus (COVID-19) expand and state governments have issued stay-at-home orders, we want you to know that we are making a temporary change to the debit card qualifier. For the April statement, which is defined as March 31, 2020 to April 29, 2020, we will automatically qualify our customers in these products if you do not have 10 debit card transactions. While we understand that our customers have other concerns right now, this move is consistent with Nicolet's purpose of serving our customers and creating shared success. From the beginning of these products, we have not changed the interest rate or cash back amount nor have we changed the qualifications. We remained steady through the ups and downs of the economy when others reduced their rewards. There are NO FEES attached to these products, even if the qualifications are not met for a month. These accounts were always meant to reward loyal customers. While we are all adjusting to a new normal, please continue to use your Nicolet debit card to support local businesses. We are confident that together, we will find a way to handle this uncertain time. Thank you for your continued support of Nicolet Bank. Eric Witczak Executive Vice President "
689,The flu season is upon us... Make sure you get a flu vaccine to prevent the spread of influenza and its complications #SafetyShare
690,We're helping @CruzRoja.es protect those most in need during this global pandemic by donating to support the Cruz Roja RESPONDE program. Learn more at 
